https://github.com/apache/cloudstack/pull/3575	49	\N	2020-01-30 11:39:03	Health check feature for virtual router	We want to support more exhaustive health checks for VRs. This feature helps admins configuring health checks and also expands it's scope. There are two categories of health checks - basic and advanced (more expensive so should be run less frequently). The following checks have been added with a separate script -   1. Services check (as per existing monitorServices.py) - basic check  2. Disk space check against a threshold - basic check  3. CPU usage check against a threshold - basic check  4. Memory usage check against a threshold - basic check  5. Router template and scripts version check - basic  6. Connectivity to the gateways from router - basic  7. DNS config match against MS - advanced check  8. DHCP config match against MS - advanced check  9. HA Proxy config match against MS (internal LB and public LB) - advance check  10. Port forwarding match against MS in iptables. - advance check    Following global configs   were added for configuring health checks:    "router.health.checks.enabled" - If true, router health checks are allowed to be executed and read. If false, all scheduled checks and API calls for on demand checks are disabled. Default is true.    "router.health.checks.basic.interval" - Interval in minutes at which basic router health checks are performed. If set to 0, no tests are scheduled. Default is 3 mins as per the existing monitor services.      "router.health.checks.advanced.interval" - Interval in minutes at which advanced router health checks are performed. If set to 0, no tests are scheduled. Default value is 10 minutes  .     "router.health.checks.config  .refresh.interval" - Interval in minutes at which router health checks config - such as scheduling intervals, excluded checks, etc is updated on virtual routers by the management server. This value should be sufficiently high (like 2x) from the router.health.checks.basic.interval and router.health.checks.advanced.interval so that there is time between new results generation for passed data. Default is 10 mins.      "router.health.checks.results.fetch.interval"  - Interval in minutes at which router health checks results are fetched by management server. On each result fetch, management server evaluates need to recreate VR as per configuration of router.health.checks.failures.to.recreate.vr. This value should be sufficiently high (like 2x) from the router.health.checks.basic.interval and router.health.checks.advanced.interval so that there is time between new results generation and fetch.    "router.health.checks.failures.to.recreate.vr" - Health checks failures defined by this config are the checks that should cause router recreation. If empty the recreate is not attempted for any health check failure. Possible values are comma separated script names from systemvm s /root/health_scripts/ (namely - cpu_usage_check.py, dhcp_check.py, disk_space_check.py, dns_check.py, gateways_check.py, haproxy_check.py, iptables_check.py, memory_usage_check.py, router_version_check.py), connectivity.test or services (namely - loadbalancing.service,  webserver.service,  dhcp.service)    "router.health.checks.to.exclude" - Health checks that should be excluded when executing scheduled checks on the router. This can be a comma separated list of script names placed in the '/root/health_checks/' folder. Currently the following scripts are placed in default systemvm template -  cpu_usage_check.py, disk_space_check.py, gateways_check.py, iptables_check.py, router_version_check.py, dhcp_check.py, dns_check.py, haproxy_check.py, memory_usage_check.py.     "router.health.checks.free.disk.space.threshold" - Free disk space threshold (in MB) on VR below which the check is considered a failure. Default is 100MB.      "router.health.checks.max.cpu.usage.threshold" - Max CPU Usage threshold as % above which check is considered a failure.     "router.health.checks.max.memory.usage.threshold" - Max Memory Usage threshold as % above which check is considered a failure.       API Changes:   * listRouters and listInternalLoadBalancers now optionally takes in a flag includehealthcheckresults (default false) to fetch the last health check results for the router.  * getRouterHealthCheckResults - a new API is added to fetch health check results with an optional flag performfreshchecks to execute checks on demand. This execution is only disabled if "router.health.checks.enabled" is false.  performfreshchecks = true means all data from Management server is sent to the router and fresh checks are executed. If false, we retrieve the previously executed result from router itself.    Additionally the feature looks into any executable script in /root/health_scripts/ directory and adds it's result as json output of the overall health checks config. This allows custom checks to be put in and custom systemvm templates can also support health checks.    UI shows router in alert state if health checks are failure.    The health checks can be manually triggered using new API added in the feature (CLI or UI both support this).  ## Description    - Describe your changes in detail         For new features, provide link to FS, dev ML discussion etc.       In case of bug fix, the expected and actual behaviours, steps to reproduce.         When "Fixes: # id>" is specified, the issue/PR will automatically be closed when this PR gets merged       For addressing multiple issues/PRs, use multiple "Fixes: # id>"       Fixes: #    Fixes: 3270    ## Types of changes    - What types of changes does your code introduce? Put an `x` in all the boxes that apply:    - [ ] Breaking change (fix or feature that would cause existing functionality to change)  - [x] New feature (non-breaking change which adds functionality)  - [ ] Bug fix (non-breaking change which fixes an issue)  - [ ] Enhancement (improves an existing feature and functionality)  - [ ] Cleanup (Code refactoring and cleanup, that may add test cases)    ## Screenshots (if appropriate):    ## How Has This Been Tested?     Please describe in detail how you tested your changes.       Include details of your testing environment, and the tests you ran to       see how your change affects other areas of the code, etc.    Integration tests, manually, CMK, UI    ![Screenshot from 2019-12-16 15-12-28](https://user-images.githubusercontent.com/43956255/70896650-1cef4180-2017-11ea-804e-140cf23d7d4d.png)  ![Screenshot from 2019-12-16 15-12-34](https://user-images.githubusercontent.com/43956255/70896651-1d87d800-2017-11ea-85a0-33ee21f41f3c.png)  ![Screenshot from 2019-12-16 15-12-44](https://user-images.githubusercontent.com/43956255/70896652-1d87d800-2017-11ea-85a2-ca0c77ff77e6.png)  ![Screenshot from 2019-12-16 15-12-55](https://user-images.githubusercontent.com/43956255/70896653-1d87d800-2017-11ea-9b7d-5bb72a26220d.png)  ![Screenshot from 2019-12-16 15-13-04](https://user-images.githubusercontent.com/43956255/70896655-1e206e80-2017-11ea-93a9-d3b5c8903961.png)    API Changes -   New parameters added to list routers-  ```  (local)  > list routers includehealthcheckresults=true filter=id,healthchecksfailed,healthcheckresults  {    "count": 1,    "router": [      {        "healthcheckresults": [          {            "checkname": "connectivity",            "checktype": "basic",            "details": "Successfully fetched data",            "lastupdated": "2019-12-16T15:14:06+0530",            "success": true          },          {            "checkname": "cpu_usage_check.py",            "checktype": "basic",            "details": "CPU Usage within limits with current at 1.7%",            "lastupdated": "2019-12-16T15:12:38+0530",            "success": true          },          {            "checkname": "dhcp.service",            "checktype": "basic",            "details": "service is running",            "lastupdated": "2019-12-16T15:12:38+0530",            "success": true          },          {            "checkname": "dhcp_check.py",            "checktype": "advance",            "details": "All 1 VMs are present in dhcphosts.txt",            "lastupdated": "2019-12-16T15:12:41+0530",            "success": true          },          {            "checkname": "disk_space_check.py",            "checktype": "basic",            "details": "Sufficient free space is 345 MB",            "lastupdated": "2019-12-16T15:12:41+0530",            "success": true          },          {            "checkname": "dns_check.py",            "checktype": "advance",            "details": "All 1 VMs are present in /etc/hosts",            "lastupdated": "2019-12-16T15:12:41+0530",            "success": true          },          {            "checkname": "gateways_check.py",            "checktype": "basic",            "details": "All 1 gateways are reachable via ping",            "lastupdated": "2019-12-16T15:12:41+0530",            "success": true          },          {            "checkname": "haproxy_check.py",            "checktype": "advance",            "details": "No data provided to check, skipping",            "lastupdated": "2019-12-16T15:12:41+0530",            "success": true          },          {            "checkname": "iptables_check.py",            "checktype": "advance",            "details": "No portforwarding rules provided to check, skipping",            "lastupdated": "2019-12-16T15:12:41+0530",            "success": true          },          {            "checkname": "loadbalancing.service",            "checktype": "basic",            "details": "service is running",            "lastupdated": "2019-12-16T15:12:38+0530",            "success": true          },          {            "checkname": "memory_usage_check.py",            "checktype": "basic",            "details": "Memory Usage within limits with current at 23.704%",            "lastupdated": "2019-12-16T15:12:38+0530",            "success": true          },          {            "checkname": "router_version_check.py",            "checktype": "basic",            "details": "Template and scripts version match successful",            "lastupdated": "2019-12-16T15:12:41+0530",            "success": true          },          {            "checkname": "ssh.service",            "checktype": "basic",            "details": "service is running",            "lastupdated": "2019-12-16T15:12:38+0530",            "success": true          },          {            "checkname": "webserver.service",            "checktype": "basic",            "details": "service is running",            "lastupdated": "2019-12-16T15:12:38+0530",            "success": true          }        ],        "healthchecksfailed": false,        "id": "920452d6-7951-4425-ba2c-aecb2ddaaf6b"      }    ]  }  ```  And added new API - getRouterHealthCheckResults-  ```  (local)  > get routerhealthcheckresults routerid="920452d6-7951-4425-ba2c-aecb2ddaaf6b  " performfreshchecks=true   {    "routerhealthchecks": {      "healthchecks": [        {          "checkname": "connectivity.test",          "checktype": "basic",          "details": "Successfully fetched data",          "lastupdated": "2019-12-16T15:19:47+0530",          "success": true        },        {          "checkname": "cpu_usage_check.py",          "checktype": "basic",          "details": "CPU Usage within limits with current at 2.4%",          "lastupdated": "2019-12-16T15:19:43+0530",          "success": true        },        {          "checkname": "dhcp.service",          "checktype": "basic",          "details": "service is running",          "lastupdated": "2019-12-16T15:19:43+0530",          "success": true        },        {          "checkname": "dhcp_check.py",          "checktype": "advanced",          "details": "All 1 VMs are present in dhcphosts.txt",          "lastupdated": "2019-12-16T15:19:47+0530",          "success": true        },        {          "checkname": "disk_space_check.py",          "checktype": "basic",          "details": "Sufficient free space is 345 MB",          "lastupdated": "2019-12-16T15:19:46+0530",          "success": true        },        {          "checkname": "dns_check.py",          "checktype": "advanced",          "details": "All 1 VMs are present in /etc/hosts",          "lastupdated": "2019-12-16T15:19:47+0530",          "success": true        },        {          "checkname": "gateways_check.py",          "checktype": "basic",          "details": "All 1 gateways are reachable via ping",          "lastupdated": "2019-12-16T15:19:46+0530",          "success": true        },        {          "checkname": "haproxy_check.py",          "checktype": "advanced",          "details": "No data provided to check, skipping",          "lastupdated": "2019-12-16T15:19:47+0530",          "success": true        },        {          "checkname": "iptables_check.py",          "checktype": "advanced",          "details": "No portforwarding rules provided to check, skipping",          "lastupdated": "2019-12-16T15:19:47+0530",          "success": true        },        {          "checkname": "loadbalancing.service",          "checktype": "basic",          "details": "service is running",          "lastupdated": "2019-12-16T15:19:43+0530",          "success": true        },        {          "checkname": "memory_usage_check.py",          "checktype": "basic",          "details": "Memory Usage within limits with current at 23.8486%",          "lastupdated": "2019-12-16T15:19:43+0530",          "success": true        },        {          "checkname": "router_version_check.py",          "checktype": "basic",          "details": "Template and scripts version match successful",          "lastupdated": "2019-12-16T15:19:46+0530",          "success": true        },        {          "checkname": "ssh.service",          "checktype": "basic",          "details": "service is running",          "lastupdated": "2019-12-16T15:19:43+0530",          "success": true        },        {          "checkname": "webserver.service",          "checktype": "basic",          "details": "service is running",          "lastupdated": "2019-12-16T15:19:43+0530",          "success": true        }      ],      "routerid  ": "920452d6-7951-4425-ba2c-aecb2ddaaf6b"    }  }  ```
https://github.com/apache/curator/pull/262	2	\N	2018-04-12 01:56:43	[CURATOR-460] Timed tolerance for connection suspended leads to simultaneous leaders	
https://github.com/apache/cxf/pull/740	2	\N	2021-02-23 11:06:27	Fix typos "doesnt" -> "doesn't".	
https://github.com/apache/drill/pull/2489	5	\N	2022-03-11 21:23:33	DRILL-8162: Add OpenAPI Specification documentation for Drill's REST API	# [DRILL-8162](https://issues.apache.org/jira/browse/DRILL-8162): Add OpenAPI Specification documentation for Drill's REST API    ## Description    Used Swagger Core to produce an OpenAPI specification for Drill's REST API. One can access it in JSON format by going to `localhost:8047/openapi.json` after starting Drill.   Also, added an HTML script to produce the Swagger UI when one visits `localhost:8047/static/swagger-ui.html`.  Used Swagger annotations to populate the Swagger UI with the relevant information, including links to documentation on [https://drill.apache.org/docs/](https://drill.apache.org/docs/). More information can be added via additional annotations.    ## Documentation    One can visit `localhost:8047/openapi.json` after starting Drill to find an OpenAPI specification for Drill's REST API. One can also visit `localhost:8047/static/swagger-ui.html` after starting Drill to find the Swagger UI, which clearly displays the endpoints for the REST API with their descriptions and/or links to external docs.     ## Testing    Started Drill and visited the links above.
https://github.com/apache/flink/pull/11353	30	\N	2020-04-25 20:30:03	[FLINK-16438][yarn] Make YarnResourceManager starts workers using WorkerResourceSpec requested by SlotManager	## What is the purpose of the change    This PR is one step of FLINK-14106, making `YarnResourceManager` starts workers using `WorkerResourceSpec` requested by `SlotManager`.    This also means `YarnResourceManager` no longer:  - be aware of the default task executor resources  - assumes all workers are identical    This PR is based on #11323.    ## Brief change log  - 5ee2a8ece3eefb4726618ed31a05a2e11737b57a..d7a0626255f2445cfe20dcb7bab1aede3af4b0d7: Commits from previous PR.  - 2f2053259d86240c56ad4498eadae237ab30e979..4e214f940b187704d0599b15380b78094b7ad7a8: Refactoring `YarnResourceManagerTest`, getting rid of using of `Mockito`.  - ef959ec03f964ceb0664388b4b72c8eac5773fbd: Introduce `WorkerSpecContainerResourceAdapter` for converting between Flink `WorkerResourceSpec` and Yarn container `Resource` in `YarnResourceManager`.    - This is to address the problem that resource of containers allocated from Yarn can differs from what were requested.  - 785558f7c2944cb50e57e191a242c5e981ab42b7: `YarnResourceManager` starts workers with resources requested by `SlotManager`.  - 0c5eb8c3d46d2142f9dd64acfaba9d27102ad3f2: Remove unused `TaskExecutorProcessSpec` from `ActiveResourceManager`.    ## Verifying this change    Added test cases in `YarnResourceManagerTest`, for:  - Validating behaviors of `WorkerSpecContainerResourceAdapter`.  - Validating `YarnResourceManager` dealing with workers with different resources.    ## Does this pull request potentially affect one of the following parts:      - Dependencies (does it add or upgrade a dependency): (no)    - The public API, i.e., is any changed class annotated with `@Public(Evolving)`: (no)    - The serializers: (no)    - The runtime per-record code paths (performance sensitive): (no)    - Anything that affects deployment or recovery: JobManager (and its components), Checkpointing, Kubernetes/Yarn/Mesos, ZooKeeper: (yes)    - The S3 file system connector: (no)    ## Documentation      - Does this pull request introduce a new feature? (no)    - If yes, how is the feature documented? (not applicable)  
https://github.com/apache/flink/pull/16464	8	\N	2021-07-15 09:24:11	[FLINK-21928][clients] JobManager failover should success, when tryin 	## What is the purpose of the change    * https://issues.apache.org/jira/browse/FLINK-21928  * Success in case of DuplicateJobSubmission in application mode for already terminated job.    ## Brief change log    - *DuplicateJobSubmissionException* knows whether duplicate is terminated or running  - Application mode treats DuplicateJobSubmissionException as sucess in HA mode, if duplicate is already terminated     ## Verifying this change    Added new tests for Dispatcher and ApplicationDispatcherBootstrap.    ## Does this pull request potentially affect one of the following parts:      - Anything that affects deployment or recovery: JobManager (and its components), Checkpointing, Kubernetes/Yarn, ZooKeeper: (yes)    ## Documentation      - Does this pull request introduce a new feature? (no)    - If yes, how is the feature documented? (not applicable)  
https://github.com/apache/geode/pull/7124	5	\N	2022-01-11 23:53:57	GEODE-9815: Prefer to remove a redundant copy in the same zone	Just testing the changes against the pipeline at this point.
https://github.com/apache/hudi/pull/2900	2	\N	2021-05-01 11:13:16	[HUDI-1781] Fix Flink streaming reader throws ClassCastException	## *Tips*  - *Thank you very much for contributing to Apache Hudi.*  - *Please review https://hudi.apache.org/contributing.html before opening a pull request.*    ## What is the purpose of the pull request    *Fix Flink streaming reader throws ClassCastException when reading from empty table path*    ## Brief change log      - *Change force cast to if clause*    ## Verify this pull request    This pull request is already covered by existing tests*.    ## Committer checklist     - [ ] Has a corresponding JIRA in PR title & commit      - [ ] Commit message is descriptive of the change      - [ ] CI is green     - [ ] Necessary doc changes done or have another open PR            - [ ] For large changes, please consider breaking it into sub-tasks under an umbrella JIRA.
https://github.com/apache/ozone/pull/1838	1	\N	2021-01-29 10:08:39	HDDS-4736. Intermittent failure in testExpiredCertificate	## What changes were proposed in this pull request?    - Set the token expiration to a past time.    ## What is the link to the Apache JIRA    https://issues.apache.org/jira/browse/HDDS-4736    ## How was this patch tested?    Manual test.  
https://github.com/apache/shiro/pull/255	1	\N	2020-09-03 19:18:06	[SHIRO-792] Add name to ShiroFilter's @ConditionalOnMissingBean	This PR closes [SHIRO-792](https://issues.apache.org/jira/browse/SHIRO-792). As agreed in the issue discussion, it adds a `name` element to the `@ConditionalOnMissingBean` annotation of `org.apache.shiro.spring.config.web.autoconfigure.ShiroWebFilterConfiguration.filterShiroFilterRegistrationBean()`. It also sets the name of the registered filter to `shiroFilter`.    Following this checklist to help us incorporate your contribution quickly and easily:     - [x] Make sure there is a [JIRA issue](https://issues.apache.org/jira/browse/SHIRO) filed          for the change (usually before you start working on it).  Trivial changes like typos do not          require a JIRA issue.  Your pull request should address just this issue, without pulling in other changes.   - [x] Each commit in the pull request should have a meaningful subject line and body.   - [x] Format the pull request title like `[SHIRO-XXX] - Fixes bug in SessionManager`,         where you replace `SHIRO-XXX` with the appropriate JIRA issue. Best practice         is to use the JIRA issue title in the pull request title and in the first line of the commit message.   - [x] Write a pull request description that is detailed enough to understand what the pull request does, how, and why.   - [x] Run `mvn clean install apache-rat:check` to make sure basic checks pass. A more thorough check will be performed on your pull request automatically.   - [x] If you have a group of commits related to the same change, please squash your commits into one and force push your branch using `git rebase -i`. N/A     Trivial changes like typos do not require a JIRA issue (javadoc, comments...).   In this case, just format the pull request title like `(DOC) - Add javadoc in SessionManager`.     If this is your first contribution, you have to read the [Contribution Guidelines](https://github.com/apache/shiro/blob/master/CONTRIBUTING.md)    If your pull request is about ~20 lines of code you don't need to sign an [Individual Contributor License Agreement](https://www.apache.org/licenses/icla.pdf)   if you are unsure please ask on the developers list.    To make clear that you license your contribution under the [Apache License Version 2.0, January 2004](http://www.apache.org/licenses/LICENSE-2.0)  you have to acknowledge this by using the following check-box.     - [x] I hereby declare this contribution to be licenced under the [Apache License Version 2.0, January 2004](http://www.apache.org/licenses/LICENSE-2.0)   - [x] In any other case, please file an [Apache Individual Contributor License Agreement](https://www.apache.org/licenses/icla.pdf).    
https://github.com/apache/storm/pull/3318	20	\N	2020-08-06 14:47:51	[STORM-3670] Separate configurations for daemon metric reporters and topology metrics reporters	  ## What is the purpose of the change    The configuration system on metrics reporters is messy. This PR cleans up configs and separate them as topology worker metrics vs daemon metrics.    ## How was the change tested    1. Add unit tests    2. Tested daemon metric reporters on nimbus with `ConsolePreparableReporter` and `CsvPreparableReporter` to make sure daemon metric reporters still work properly    `CsvPreparableReporter`:  ```  -bash-4.2$ ls -ltrh /home/y/var/storm/csvmetrics/ |tail  -rw-r--r-- 1 xx yy  494 Aug  4 02:01 nimbus:num-uploadChunk-calls.csv  -rw-r--r-- 1 xx yy  494 Aug  4 02:01 nimbus:num-submitTopologyWithOpts-calls.csv  ...  ```  `ConsolePreparableReporter`:  ```  8/4/20 1:49:01 AM ==============================================================  -- Gauges ----------------------------------------------------------------------  MetricsCleaner:purgeTimestamp  value = 0  nimbus:available-cpu-non-negative  value = 400.0  ```    3. Tested worker metric reporters, for example, with this configuration     ```  topology.metrics.reporters:    - class: "org.apache.storm.metrics2.reporters.ConsoleStormReporter"      report.period: 10      report.period.units: "SECONDS"      rate.unit: "SECONDS"      locale: "en-US"    - class: "org.apache.storm.metrics2.reporters.CsvStormReporter"      report.period: 10      report.period.units: "SECONDS"      rate.unit: "SECONDS"      locale: "en-US"      csv.log.dir: "./"  ```  `ConsoleStormReporter`:  ```  2020-08-04 02:33:17.738 c.c.m.ConsoleReporter metrics-console-reporter-1-thread-1 [INFO] -- Counters --------------------------------------------------------------------  2020-08-04 02:33:17.738 c.c.m.ConsoleReporter metrics-console-reporter-1-thread-1 [INFO] storm.worker.wc13-4-1596508362.hostname.count.default.2.6701-acked  2020-08-04 02:33:17.738 c.c.m.ConsoleReporter metrics-console-reporter-1-thread-1 [INFO]              count = 840  ```  `CsvStormReporter`:  ```  -bash-4.2$ sudo ls -l /home/y/var/storm/workers/4d6259dc-ea7c-4048-a44d-be69adceecdd |tail -f  -rw-r----- 1 xx yy   143 Aug  4 02:34 storm.worker.wc13-4-1596508362.hostname.__system.3.6701-receive-queue-sojourn_time_ms.csv  -rw-r----- 1 xx yy   175 Aug  4 02:34 storm.worker.wc13-4-1596508362.hostname.__system.4.6701-receive-queue-arrival_rate_secs.csv  ```  
https://github.com/AxonFramework/AxonFramework/pull/776	6	\N	2019-01-23 13:34:18	Java 8 friendly	Hi.  My first PR on Github. Please be kind :-)    I'd like to help on Reactor integration.  I thought making some minor improvements on the project could help me better understand how it is organized.    Are you interested in that kind of "upgrade". I've only looked at core>commandhandling package so far but i can go on if you like.    Cheers,        
https://github.com/AxonFramework/AxonFramework/pull/966	1	\N	2019-02-21 12:19:02	QuartzDeadlineManager doesn't retry job execution in case of failure	This PR resolves #965
https://github.com/AxonFramework/AxonFramework/pull/969	32	\N	2019-02-15 17:07:17	Allow TrackingEventProcessor segments to be split and merged	First implementation of the split and merge API for the `TrackingEventProcessor`.
https://github.com/AxonFramework/AxonFramework/pull/1250	12	\N	2019-10-23 13:22:38	Heartbeat Implementation Improvements	This PR introduces the axon framework version sent to AxonServer into the ClientIndentification message. The implementation tries to get the version first of all from maven metadata of axon-server-connector jar, and as a fallback from the environment variables. If the version cannot be resolved, it is used an empty string to represent an unknown version.    This PR builds on top of #1237
https://github.com/AxonFramework/AxonFramework/pull/2275	5	\N	2022-07-07 15:40:34	Process events with identical `TrackingToken` together in the `PooledStreamingEventProcessor`	This pull request can be regarded as a follow up for #2067, doing it right this time.  Pull request #2067 introduced an issue where one failing segment (read: `WorkPackage`) somewhere in the middle of the stream would cause the other segments to pick up the last event again.  This was in essence the issue of the `Coordinator`, as it would reset the event stream to the failing segment once it got picked up again.  Due to this, the stream was traversed again, causing the last handled event by all other segments to be scheduled again.  This scenario, followed by the `WorkPackage` accepting an event with an identical token (as introduced in PR #2067) caused duplicate handling of the last event.    This pull request resolves this predicament by very consciously moving into a different processing branch for event scheduling if subsequent events are present with the same token.  The `Coordinator` ensure they're grouped into a collection and provided together.  The `WorkPackage` will in turn group them to process them within the same batch.    The changes are accompanied by unit tests and an integration test to validate the correct process.
https://github.com/azkaban/azkaban/pull/2500	36	\N	2020-04-29 19:44:14	1. Adding More Tests 2. BugFix for SimpleRampPolicy 3. Refine Code	
https://github.com/broadinstitute/picard/pull/1823	5	\N	2022-09-08 14:46:01	Allow explicit index file paths for inputs to CrosscheckFingerprints	### Description    This PR addresses an issue regarding data storage solutions where indexed files can be separated from their indices. CrosscheckFingerprints will now allow for an `INPUT_INDEX_MAP` tsv file with two columns: the first being the list of input files, and the latter being the corresponding index file locations. One can also do the same for the `SECOND_INPUT` arguments using `SECOND_INPUT_INDEX_MAP`.     Some tests have been added to test this functionality. This involved copying some test files into a separate dir from index files which were generated in a different directory. The test generates the `INPUT_INDEX_MAP` file on the fly so as to not rely on any absolute file paths.     Although the tool still runs if an index is not provided, a new warning will be written if providing an index map without mapping each input to an index. If an index file path is typed incorrectly in the map, an error should be thrown by some dependency classes about not being able to import a valid index from the given path.     ----    ### Checklist    #### Content  - [X] Added or modified tests to cover changes and any new functionality  - [X] Edited the README / documentation (if applicable)  - [x] All tests passing on Travis    #### Review  - [x] Final thumbs-up from reviewer  - [x] Rebase, squash and reword as applicable
https://github.com/cgeo/cgeo/pull/7629	69	\N	2019-06-03 18:33:00	use lambda functions for Schedulers.io()	As proposed in https://github.com/cgeo/cgeo/pull/7611#discussion_r285342082 this is a separate PR to make use of lambda functions for `Schedulers.io()`.
https://github.com/checkstyle/checkstyle/pull/8836	4	\N	2020-09-25 13:59:07	Issue #8808: false positive with JavadocTypeCheck @param tags for Records	Issue #8808: false positive with JavadocTypeCheck @param tags for Records    Note that the changes in commit https://github.com/checkstyle/checkstyle/commit/df1ae95a1c114ecfd6402781668639cdd6593457 correspond to the following code:    ```  /** @param x */  class Test {}  ```  ```  /**   * InputJavadocTypeUnusedParamInJavadocForClass.   *   * @param BAD This is bad.   * @param  BAD> This doesn't exist.   * @param   */  public class InputJavadocTypeUnusedParamInJavadocForClass {  }    ```  In both of these cases, the check was adding the angle brackets to the output, assuming that they were for type parameters.  Now that the `@param` tag is overloaded for use with record components, there is no way to know the intent of an unused `@param` tag, so it is best to remove these angle brackets.  In any event, the original behavior of the check wasn't optimal anyway, since we really shouldn't be adding characters that don't exist to output.     Diff Regression projects: https://gist.githubusercontent.com/nmancus1/e3988f8092d919b5cbe70f5359c4d9e8/raw/a0f6f5860f8025c19868061dee6e0e40960b992f/projects-to-test-on.properties    Diff Regression config: https://gist.githubusercontent.com/nmancus1/6e4314ef4f509d6ed5c7e0f59dfc3662/raw/93862649e0dce3fdced263cf3156f96b01ba6a59/JavadocType.xml
https://github.com/checkstyle/checkstyle/pull/8984	4	\N	2020-11-17 18:55:49	Fix EmptyLineSeparator for multiple single type variables on line	Closes #8957    Diff Regression projects: https://gist.githubusercontent.com/strkkk/5eb3b0069ecd438af73bf045c24a855c/raw/d568ee6c30a91e3f721c37b4883ef3264b6203b7/all-projects  Diff Regression config: https://gist.githubusercontent.com/strkkk/bf10f326cacdf50f8cb67f0023cd972b/raw/0dffdf53db3b7cfd7f57c88618fe871f4f779adf/lambda_body.xml
https://github.com/confluentinc/schema-registry/pull/1297	1	\N	2020-01-29 23:08:25	Fixes #1134: Add non-AVRO Int and Long key support	Enables non-avro 8-byte Long and 4-byte Int types for keys using corresponding serializers.    Addresses:    https://github.com/confluentinc/schema-registry/issues/1134  https://issues.apache.org/jira/browse/KAFKA-2526    To enable use cli options like:  --property key.serializer=org.apache.kafka.common.serialization.LongSerializer      -------------------------------------------------------------------------------------------------------  If you find this PR useful, consider supporting it with a $9/mo sponsorship at:  https://github.com/sponsors/rudi-cilibrasi  
