snippet_id,Gemini,stackoverflow,chatgpt,chatgpt2025,deepseek
300,41,14,12,33,50
301,7,7,6,13,7
302,59,18,38,27,31
303,26,26,17,26,18
304,58,17,24,15,11
305,34,14,20,17,28
306,27,18,27,11,9
307,24,12,19,23,16
308,17,7,8,8,8
309,12,7,9,6,7
310,11,12,10,10,10
311,29,13,10,11,12
312,25,16,12,14,11
313,51,11,16,17,24
314,10,24,10,18,18
316,11,13,11,10,10
317,42,16,17,24,22
318,14,12,12,13,12
319,18,15,9,12,8
320,18,11,9,10,10
321,60,42,41,37,30
323,29,10,10,10,13
324,21,18,35,14,10
325,34,38,17,15,12
326,17,20,16,8,13
327,14,11,13,13,13
328,67,26,21,13,22
329,19,53,16,14,16
330,33,15,19,13,19
331,48,6,10,10,14
333,33,10,8,25,21
334,22,18,13,14,10
335,16,12,10,13,10
336,20,21,9,10,21
337,77,10,43,28,28
338,46,14,16,25,37
339,22,13,19,14,22
340,22,16,10,11,10
341,7,40,13,6,12
342,77,55,18,24,32
343,15,7,7,7,11
344,11,12,12,9,11
345,6,6,8,5,6
346,11,11,8,8,7
347,10,10,10,10,11
348,58,26,42,29,28
349,47,25,9,13,16
350,6,5,17,5,5
351,28,11,16,14,7
352,54,16,27,25,20
353,17,22,16,17,15
354,30,11,12,16,11
355,8,6,7,5,6
356,28,19,15,18,19
357,22,19,17,29,13
