snippet_id,stackoverflow,chatgpt,chatgpt2025,deepseek,Gemini
162,1,1,1,1,1
163,1,1,1,1,1
164,1,1,1,1,1
165,1,1,1,1,1
167,1,1,1,1,1
168,1,1,1,1,1
169,1,1,1,1,1
170,1,1,1,2,1
171,1,2,1,1,1
172,3,1,1,1,1
173,1,1,1,1,1
174,1,1,2,1,1
175,1,1,1,1,1
176,3,1,2,1,3
177,3,1,1,1,3
178,1,1,1,1,1
179,3,1,1,1,1
180,1,2,2,1,2
181,1,1,1,1,1
182,1,1,1,1,1
183,1,1,1,1,1
185,3,2,2,3,2
186,1,1,1,1,1
187,1,2,1,2,1
188,1,1,1,1,1
189,2,1,1,1,2
190,1,1,1,1,1
191,1,1,1,1,1
192,1,1,1,1,1
193,3,2,2,1,1
194,3,1,1,1,3
195,1,1,1,1,1
196,1,1,1,1,1
197,1,1,1,1,1
198,1,1,1,1,1
199,1,1,1,1,1
200,2,1,1,1,2
201,1,1,1,1,1
202,2,3,1,3,3
203,1,3,1,2,1
204,1,1,1,1,1
205,1,3,2,3,1
206,3,2,2,1,1
207,1,2,1,1,1
208,3,1,1,1,3
209,1,3,1,2,1
210,2,3,1,1,2
212,2,1,1,1,1
213,1,1,1,1,1
214,1,1,1,1,1
215,2,3,3,3,1
216,2,1,1,1,1
217,2,1,1,2,3
218,1,1,1,1,1
219,1,2,1,1,2
220,1,1,1,1,1
221,2,1,2,1,1
222,1,1,1,1,1
223,2,1,1,3,2
224,3,3,1,1,1
225,1,1,3,1,2
226,3,3,2,3,1
227,1,1,1,1,1
228,1,1,1,1,1
229,2,1,1,1,1
231,1,1,1,1,1
232,1,3,1,3,1
233,1,2,1,1,1
235,1,1,1,1,1
236,2,1,1,1,1
237,1,1,1,1,1
238,1,3,1,1,1
240,1,2,1,1,1
241,1,1,1,1,1
242,1,1,1,1,1
243,2,2,1,1,1
244,1,1,1,1,1
245,3,3,1,1,1
246,1,1,1,2,1
247,1,1,1,1,1
248,1,1,1,1,1
249,1,1,1,1,1
250,1,1,1,1,1
251,1,1,1,1,1
252,3,3,2,3,3
253,1,1,1,1,1
254,1,1,1,1,1
256,1,2,1,1,1
257,1,2,1,1,1
258,2,2,1,2,1
259,1,1,1,1,1
260,2,3,1,2,1
261,1,2,1,1,1
262,2,2,2,2,2
263,2,2,1,2,1
264,2,1,1,1,1
265,1,1,1,1,1
266,2,2,3,1,1
267,3,1,1,1,1
268,1,1,1,1,1
269,1,1,1,1,3
271,1,1,1,1,2
272,3,1,1,2,1
273,3,1,1,1,1
274,1,1,1,2,1
276,1,1,1,1,1
277,2,1,1,1,1
278,3,1,1,1,1
279,1,2,1,1,1
281,1,1,1,1,1
283,1,2,3,1,1
284,1,3,3,3,3
285,2,3,3,3,3
286,1,1,1,1,1
287,1,1,1,1,1
288,3,1,1,1,1
290,1,1,1,1,1
291,1,1,1,1,1
293,1,1,1,1,1
294,2,1,2,2,3
295,1,2,2,1,1
296,1,1,2,3,1
297,1,1,1,1,1
298,3,1,1,1,1
299,1,1,1,1,1
300,1,1,1,1,1
301,1,1,1,1,1
302,1,3,1,1,1
303,1,1,1,1,1
304,2,1,1,1,2
305,2,1,1,1,2
306,3,1,1,1,1
307,1,1,1,1,2
308,1,1,1,1,1
309,1,2,1,1,1
310,1,1,1,1,1
311,2,1,3,3,1
312,3,1,1,1,2
313,1,1,1,1,1
314,2,1,2,3,3
316,2,1,1,1,1
317,2,2,1,3,2
318,1,1,1,1,1
319,1,3,1,1,2
320,1,2,1,1,2
321,3,3,1,2,2
323,2,1,1,2,3
324,1,1,1,1,3
325,1,1,1,1,1
326,1,1,2,1,1
327,3,1,1,1,1
328,2,1,1,1,2
329,1,1,1,1,2
330,1,1,1,1,2
331,2,1,1,1,2
333,3,1,1,1,1
334,1,1,1,1,1
335,1,1,1,1,2
336,1,1,1,2,2
337,2,1,1,1,1
338,2,3,1,3,1
339,3,1,1,1,1
340,1,1,1,1,1
341,1,2,1,2,1
342,1,2,2,3,3
343,1,1,1,1,1
344,2,3,2,1,1
345,1,1,1,1,1
346,1,1,1,1,1
347,2,2,1,1,1
348,2,3,2,2,1
349,1,1,1,1,2
350,1,1,1,1,1
351,2,2,2,1,1
352,3,1,1,2,1
353,2,1,1,1,1
354,1,1,1,1,3
355,1,1,1,1,1
356,2,1,1,1,1
357,1,1,1,1,1
