snippet_id,Gemini,stackoverflow,chatgpt,chatgpt2025,deepseek
173,java:S1192,java:S1068,"java:S1068,java:S1450,java:S1604",,
174,,"java:S125,java:S2293",,,
175,,"java:S1481,java:S1854",,,
176,java:S125,"java:S1481,java:S1854",java:S125,java:S3252,
177,,,,,
178,,"java:S1116,java:S1602",,,"java:S1144,java:S1172,java:S125"
179,,"java:S1481,java:S1854","java:S1481,java:S1854",,
180,,"java:S1481,java:S1854",java:S2147,,
181,,,java:S1854,,java:S6035
182,,java:S1481,"java:S1481,java:S1854",,
183,java:S7158,"java:S100,java:S1481,java:S1854","java:S1481,java:S1854",java:S7158,
184,,,,,
185,"java:S1481,java:S1854",,,,
186,"java:S128,java:S1854",,,java:S128,
187,,,,,
188,,"java:S1481,java:S1854",,,java:S2140
189,,,,,
190,java:S1481,,,"java:S1481,java:S1854","java:S125,java:S1481,java:S1854"
191,,,"java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854"
192,,java:S1171,,java:S1192,java:S3358
193,,,,,
194,java:S3012,"java:S117,java:S1854,java:S2293","java:S1481,java:S1854,java:S3012",java:S3012,java:S1854
195,,"java:S1481,java:S1854",,"java:S1481,java:S1854","java:S1481,java:S1854"
196,,,java:S1161,java:S1161,
197,,"java:S125,java:S1481,java:S1659,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854"
198,java:S125,"java:S1481,java:S1854",,,
199,,,java:S3012,,
200,,,,,
201,"java:S1444,java:S3008",java:S1444,java:S1444,java:S1444,java:S1444
202,,"java:S1481,java:S1854,java:S3740","java:S1481,java:S1854",,
203,,java:S2293,java:S2293,,
204,,java:S1197,,,
205,java:S125,java:S1481,"java:S1481,java:S1854",,
206,,java:S1659,,,
207,,,,"java:S1481,java:S1854",
208,,"java:S1197,java:S135",,,
209,,,,,
210,java:S125,java:S1172,,,
211,,,,,
212,,"java:S112,java:S1144",java:S1068,java:S1068,"java:S1481,java:S1854"
213,,,,,
214,,,,,
215,"java:S125,java:S3776","java:S1481,java:S1854",,java:S125,
216,,,,,
217,java:S125,"java:S1481,java:S1854","java:S1068,java:S1197,java:S1450,java:S3740",,
218,java:S3776,java:S1197,java:S2293,,
219,,java:S1905,,,
220,"java:S125,java:S1481",java:S2293,java:S2293,,"java:S1481,java:S1854"
221,"java:S1192,java:S125,java:S1481,java:S1854",java:S2293,,,
222,,java:S2129,,,java:S1854
223,,,,,
224,,"java:S2293,java:S3740",java:S1192,,"java:S1481,java:S1854"
225,,java:S125,,,"java:S125,java:S2293"
226,java:S112,,"java:S1066,java:S112,java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854"
227,,"java:S117,java:S1481,java:S1854",,,
228,,java:S125,"java:S1481,java:S1854",,
229,,java:S1130,"java:S112,java:S1488",,
230,,,,,
231,java:S125,"java:S117,java:S1854",,,"java:S1481,java:S1854"
232,java:S112,java:S6213,"java:S1481,java:S1854,java:S2293",,
233,,,"java:S1481,java:S1854",,java:S1612
234,,,,,
235,,,,,
236,,"java:S1130,java:S2129,java:S4719",,java:S112,
237,,,,,
238,,,,,java:S125
239,,,,,
240,"java:S125,java:S6213",java:S108,,,
241,,java:S2293,,,"java:S1481,java:S1854"
242,java:S1192,java:S1186,,"java:S1068,java:S1450",
243,,,"java:S1481,java:S1854",,
244,,,,,
245,,"java:S125,java:S1488,java:S1659",,,
246,,,,,
247,"java:S1130,java:S125","java:S112,java:S1161,java:S1604",,,
248,"java:S1481,java:S1854","java:S1481,java:S1854",,,"java:S1481,java:S1854"
249,java:S6353,"java:S1854,java:S6353",,,java:S6353
250,java:S1604,"java:S1186,java:S1604,java:S1659",java:S6213,,java:S1602
251,java:S125,"java:S1481,java:S1854","java:S1481,java:S1854",,
252,,"java:S1481,java:S1854,java:S2293","java:S1481,java:S1854",,"java:S1481,java:S1854"
253,,java:S112,,,java:S1192
254,java:S1192,java:S1659,,,java:S1068
255,,,,,
256,,"java:S1481,java:S1854",,,
257,java:S1144,,,,java:S1144
258,,"java:S2293,java:S3973","java:S1481,java:S1854",,
259,,java:S1186,,,
260,,"java:S1141,java:S1481,java:S1659,java:S1854",java:S2093,,
261,,,"java:S1481,java:S1854",,
262,,java:S1144,java:S2147,,
263,,java:S2293,"java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854"
264,,,java:S1068,,
265,"java:S1604,java:S3252",,,java:S3252,java:S3252
266,"java:S125,java:S1481",java:S108,,,
267,,"java:S108,java:S1481,java:S3740",,,
268,,"java:S108,java:S1481,java:S1854,java:S2293",,,
269,"java:S125,java:S2093",java:S2147,"java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854"
270,,,,,
271,java:S2094,java:S117,java:S2094,java:S2094,java:S2094
272,,java:S2293,,,
273,,java:S2093,"java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854"
274,"java:S1604,java:S1612,java:S3252",,,"java:S1602,java:S3252","java:S1602,java:S3252"
275,,,,,
276,,"java:S125,java:S1481,java:S1854",,,java:S1854
277,,"java:S1192,java:S4719",,,"java:S5843,java:S6397"
278,,"java:S1481,java:S1854",,"java:S1481,java:S1854",
279,java:S1611,java:S1612,,,java:S1612
280,,,,,
281,,java:S1161,,,"java:S1481,java:S1854"
282,,,,,
283,,,,"java:S1068,java:S1450",
284,,"java:S1186,java:S125,java:S1481,java:S1604,java:S1854",,,"java:S1481,java:S1854"
285,java:S125,java:S1192,,,
286,java:S125,java:S1161,,,
287,,java:S1068,"java:S1125,java:S1172,java:S1192,java:S1854",,
288,java:S1068,,,,"java:S125,java:S1488"
289,,,,,
290,,"java:S1481,java:S1854",,,
291,,"java:S2140,java:S2293",,,
292,,,,,
293,,"java:S101,java:S1481,java:S1659",,,
294,java:S1141,"java:S1481,java:S1854,java:S3740",,,java:S112
295,"java:S117,java:S1192","java:S117,java:S2293",,"java:S117,java:S1197,java:S1659",
296,,,,,
297,"java:S1604,java:S3252",,,,"java:S1481,java:S1854"
298,,,java:S1172,,java:S1186
299,java:S1481,"java:S1854,java:S2129","java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854"
300,,,,java:S1604,
301,,,,,
302,"java:S125,java:S3012",java:S3457,,,
303,java:S125,,,,
304,java:S1192,"java:S1659,java:S1854",,,
305,,,,,
306,,java:S1068,,java:S1068,"java:S1481,java:S1854"
307,,"java:S1197,java:S1481,java:S1854",,,
308,,"java:S1481,java:S1854",,,
309,"java:S1481,java:S1854",,"java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854,java:S1905"
310,,,,,
311,,java:S1602,,,
312,java:S1604,"java:S1604,java:S2293",,,
313,,"java:S1481,java:S1854,java:S4925",java:S4925,,
314,,java:S1161,,,"java:S1481,java:S1854"
315,,,,,
316,,"java:S101,java:S1197",,,
317,,,,,
318,,"java:S1481,java:S1854",,,
319,java:S3012,,,"java:S125,java:S3012",
320,java:S3012,"java:S117,java:S1481,java:S1854",,,
321,"java:S125,java:S2093","java:S1172,java:S4925",java:S135,,
322,,,,,
323,,,,,
324,,java:S1602,,,
325,"java:S1604,java:S3252","java:S1066,java:S1192,java:S1481,java:S1854,java:S3252",java:S1602,java:S3252,java:S3252
326,,java:S3740,,,
327,,java:S6353,,,
328,,,,java:S1161,"java:S1161,java:S1602"
329,"java:S125,java:S3252","java:S125,java:S1604,java:S3252",,java:S3252,java:S3252
330,java:S1126,,java:S1871,,
331,,"java:S1481,java:S1854",,,
332,,,,,
333,java:S125,,,,
334,java:S1165,,,,
335,,,"java:S1481,java:S1854,java:S2293",,"java:S1481,java:S1854"
336,,java:S1604,,java:S1602,java:S1602
337,,"java:S1481,java:S1854,java:S4925",,,
338,java:S112,"java:S1481,java:S1854,java:S2293,java:S3740",,java:S4719,
339,,java:S2234,,,
340,,"java:S1481,java:S1854",,,
341,,"java:S1124,java:S2293",,"java:S1481,java:S1854","java:S1481,java:S1854"
342,java:S3776,java:S112,,,java:S1871
343,,"java:S1481,java:S1854",,,
344,,,,,"java:S1481,java:S1854"
345,,,,,
346,,java:S125,,,"java:S1481,java:S1854"
347,"java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854",java:S1481
348,,,,,
349,,"java:S1161,java:S1659",,,
350,java:S1481,"java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854"
351,,"java:S108,java:S117,java:S1481",,,"java:S1481,java:S1854"
352,java:S112,"java:S1481,java:S1854",,,
353,,java:S2093,,,
354,java:S1192,,,,
355,,,,,
356,,"java:S1172,java:S1301,java:S1481",,"java:S1602,java:S1612",
357,,"java:S1197,java:S1858",java:S1161,,"java:S1602,java:S1612"
