ID,Human Label,Response.txt,Match
197,Prefer Idiomatic Iteration,Prefer Idiomatic Iteration,YES
198,Prefer Idiomatic Iteration,Apply Early Return,NO
199,Prefer Idiomatic Iteration,Prefer Built-in Methods,NO
200,Reduce Conditional Nesting,Apply Early Return,NO
201,Reduce Conditional Nesting,Reduce Conditional Nesting,YES
202,Reduce Conditional Nesting,Reduce Conditional Nesting,YES
203,Reduce Conditional Nesting,Reduce Conditional Nesting,YES
204,Reduce Conditional Nesting,Reduce Conditional Nesting,YES
205,Reduce Conditional Nesting,Reduce Conditional Nesting,YES
206,Reduce Conditional Nesting,Extract method from large function,NO
207,Reduce Conditional Nesting,Extract method from large function,NO
208,Collapse Boolean Return,Collapse Boolean Return,YES
209,Replace Switch with If-Else,Replace Switch with If-Else,YES
210,Replace Switch with If-Else,Replace Switch with If-Else,YES
211,Replace Switch with If-Else,Replace Switch with If-Else,YES
212,Replace Switch with If-Else,Replace Switch with If-Else,YES
213,Replace Switch with If-Else,Replace Switch with If-Else,YES
214,Replace Switch with If-Else,Replace Switch with If-Else,YES
215,Replace Switch with If-Else,Replace Switch with If-Else,YES
216,Replace If-Else with Switch,Replace If-Else with Switch,YES
217,Replace If-Else with Switch,Replace If-Else with Switch,YES
218,Replace If-Else with Switch,Replace If-Else with Switch,YES
219,Unwrap unnecessary else,Reduce Conditional Nesting,NO
220,Unwrap unnecessary else,Apply Early Return,NO
221,Unwrap unnecessary else,Unwrap unnecessary else,YES
222,Unwrap unnecessary else,Reduce Conditional Nesting,NO
223,Unwrap unnecessary else,Apply Early Return,NO
224,Unwrap unnecessary else,Unwrap unnecessary else,YES
225,Prefer Structured Resource Management,Prefer Structured Resource Management,YES
226,Prefer Structured Resource Management,Prefer Structured Resource Management,YES
227,Prefer Structured Resource Management,Prefer Structured Resource Management,YES
228,Prefer Structured Resource Management,Prefer Structured Resource Management,YES
229,Prefer Structured Resource Management,Prefer Structured Resource Management,YES
230,Prefer Structured Resource Management,Prefer Structured Resource Management,YES
231,Inline redundant return variables,Inline redundant return variables,YES
232,Inline redundant return variables,Inline redundant return variables,YES
233,Inline redundant return variables,Inline redundant return variables,YES
234,Inline redundant return variables,Improve Naming,NO
235,Inline redundant return variables,Prefer Idiomatic Iteration,NO
236,Inline redundant return variables,Replace Deprecated Code,NO
238,Replace Lambda With Method Reference,Replace Lambda With Method Reference,YES
239,Replace Lambda With Method Reference,Replace Lambda With Method Reference,YES
240,Replace Lambda With Method Reference,Replace Lambda With Method Reference,YES
241,Replace Lambda With Method Reference,Replace Lambda With Method Reference,YES
242,Collapse Boolean Return,Reduce Conditional Nesting,NO
243,Collapse Boolean Return,Collapse Boolean Return,YES
244,Collapse Boolean Return,Collapse Boolean Return,YES
245,Collapse Boolean Return,Collapse Boolean Return,YES
246,Favour Diamond Operators,Favour Diamond Operators,YES
247,Favour Diamond Operators,Favour Diamond Operators,YES
248,Favour Diamond Operators,Favour Diamond Operators,YES
249,Improve String Formatting,Simplify Object Construction and Conversion,NO
250,Improve String Formatting,Improve String Formatting,YES
251,Remove Unused Method/ chunk of code,Remove Unused Field or Variable,NO
252,Remove Unused Method/ chunk of code,Prefer Positive Conditions,NO
253,Simplify Import Statements,Simplify Import Statements,YES
254,Simplify Import Statements,Simplify Import Statements,YES
255,Remove unnecessary Throws,Remove unnecessary Throws,YES
256,Prefer Built-in Methods,Prefer Built-in Methods,YES
257,Inline Lambda Block,Inline Lambda Block,YES
258,Refactor to Lombok,Refactor to Lombok,YES
259,Replace for loop or iterator with for-each,Replace for loop or iterator with for-each,YES
260,Remove Duplicate Code,Extract Literals to Enum,NO
261,Remove Duplicate Code,Remove Duplicate Code,YES
262,Remove Duplicate Code,Extract method from large function,NO
263,Remove Duplicate Code,Remove Duplicate Code,YES
264,Remove Duplicate Code,Remove Duplicate Code,YES
265,Remove Duplicate Code,Remove Duplicate Code,YES
266,Unwrap unnecessary else,Reduce Conditional Nesting,NO
267,Remove Duplicate Code,Remove Duplicate Code,YES
268,Remove Duplicate Code,Extract method from large function,NO
269,Remove Duplicate Code,Remove Duplicate Code,YES
270,Remove Duplicate Code,Remove Duplicate Code,YES
271,Remove Duplicate Code,Remove Duplicate Code,YES
272,Reduce Conditional Nesting,Reduce Conditional Nesting,YES
273,Remove Commented Code,Remove Commented Code,YES
274,Remove Commented Code,Remove Commented Code,YES
275,Remove Commented Code,Remove Commented Code,YES
276,Remove Commented Code,Remove Commented Code,YES
277,Remove Commented Code,Remove Commented Code,YES
278,Remove Commented Code,Remove Commented Code,YES
279,Remove Commented Code,Remove Commented Code,YES
280,Remove Commented Code,Remove Commented Code,YES
281,Remove Commented Code,Remove Commented Code,YES
282,Remove Commented Code,Remove Commented Code,YES
283,Remove Commented Code,Remove Commented Code,YES
284,Remove Commented Code,Remove Commented Code,YES
285,Remove Commented Code,Remove Commented Code,YES
286,Remove Commented Code,Remove Commented Code,YES
287,Remove Unused Imports,Remove Unused Imports,YES
288,Remove Unused Imports,Remove Unused Imports,YES
289,Remove Unused Imports,Explicit Imports,NO
290,Remove Unused Imports,Remove Unused Imports,YES
291,Remove Unused Imports,Remove Unused Imports,YES
292,Remove unnecessary Throws,Remove unnecessary Throws,YES
293,Remove unnecessary Throws,Remove unnecessary Throws,YES
294,Remove unnecessary Throws,Remove unnecessary Throws,YES
295,Remove unnecessary Throws,Remove unnecessary Throws,YES
296,Remove unnecessary Throws,Remove Unused Try/Catch,NO
297,Remove Useless Parameter,Remove Useless Parameter,YES
298,Remove Useless Parameter,Remove Useless Parameter,YES
299,Remove Useless Parameter,Remove Useless Parameter,YES
300,Remove Useless Parameter,Remove Useless Parameter,YES
301,Remove Unused Field or Variable,Remove Unused Field or Variable,YES
302,Remove Unused Field or Variable,Remove Unused Field or Variable,YES
303,Remove Unused Field or Variable,Remove Unused Field or Variable,YES
304,Remove Unused Method/ chunk of code,Remove Unused Method/ chunk of code,YES
305,Remove Unused Method/ chunk of code,Remove Unused Method/ chunk of code,YES
306,Remove Unused Method/ chunk of code,Remove Unused Method/ chunk of code,YES
307,Remove Unused Try/Catch,Remove Unused Try/Catch,YES
308,Remove Unused Method/ chunk of code,Remove Unused Method/ chunk of code,YES
309,Remove Unused Method/ chunk of code,Remove Unused Method/ chunk of code,YES
310,Extract method from large function,Extract method from large function,YES
311,Remove Unused Method/ chunk of code,Remove Unused Method/ chunk of code,YES
312,Remove Unused Method/ chunk of code,Remove Unused Method/ chunk of code,YES
313,Remove Unused Method/ chunk of code,Remove Unused Method/ chunk of code,YES
314,Remove Unused Method/ chunk of code,Remove Unused Method/ chunk of code,YES
315,Replace Null-check with Annotation,Replace Null-check with Annotation,YES
316,Reduce Conditional Nesting,Reduce Conditional Nesting,YES
317,Remove Unused Method/ chunk of code,Reduce Conditional Nesting,NO
318,Collapse Boolean Return,Collapse Boolean Return,YES
319,Remove unnecessary annotation or modifier,Remove unnecessary annotation or modifier,YES
320,Remove unnecessary annotation or modifier,Remove unnecessary annotation or modifier,YES
321,Remove unnecessary annotation or modifier,Unwrap unnecessary else,NO
322,Remove unnecessary annotation or modifier,Apply Early Return,NO
323,Extract method from large function,Extract method from large function,YES
324,Extract method from large function,Extract method from large function,YES
325,Extract method from large function,Extract method from large function,YES
326,Extract method from large function,Extract method from large function,YES
327,Extract method from large function,Extract method from large function,YES
329,Prefer Built-in Methods,Prefer Built-in Methods,YES
330,Extract method from large function,Extract method from large function,YES
331,Extract method from large function,Extract method from large function,YES
332,Move logic to another file,Move logic to another file,YES
333,Extract method from large function,Extract method from large function,YES
334,Extract method from large function,Extract method from large function,YES
335,Extract method from large function,Extract method from large function,YES
336,Extract method from large function,Extract method from large function,YES
337,Extract method from large function,Extract method from large function,YES
338,Extract method from large function,Extract method from large function,YES
339,Extract method from large function,Extract method from large function,YES
340,Extract method from large function,Extract method from large function,YES
341,Extract method from large function,Extract method from large function,YES
342,Extract method from large function,Extract method from large function,YES
343,Extract method from large function,Extract method from large function,YES
344,Extract method from large function,Extract method from large function,YES
345,Restrict Field Visibility,Restrict Field Visibility,YES
346,Extract method from large function,Extract method from large function,YES
347,Extract method from large function,Extract method from large function,YES
348,Extract method from large function,Extract method from large function,YES
349,Extract method from large function,Extract method from large function,YES
350,Extract method from large function,Extract method from large function,YES
351,Extract method from large function,Extract method from large function,YES
352,Extract method from large function,Extract method from large function,YES
353,Move logic to another file,Move logic to another file,YES
354,Extract method from large function,Extract method from large function,YES
355,Move logic to another file,Move logic to another file,YES
356,Extract Literals to Constants,Extract Literals to Constants,YES
357,Move logic to another file,Move logic to another file,YES
358,Move logic to another file,Move logic to another file,YES
359,Move logic to another file,Move logic to another file,YES
360,Move logic to another file,Move logic to another file,YES
361,Move logic to another file,Move logic to another file,YES
362,Move logic to another file,Move logic to another file,YES
363,Move logic to another file,Move logic to another file,YES
364,Move logic to another file,Move logic to another file,YES
365,Move logic to another file,Move logic to another file,YES
366,Move logic to another file,Move logic to another file,YES
367,Move logic to another file,Move logic to another file,YES
368,Move logic to another file,Move logic to another file,YES
369,Move logic to another file,Move logic to another file,YES
370,Use Builder Pattern,Use Builder Pattern,YES
371,Use Builder Pattern,Use Builder Pattern,YES
372,Use Builder Pattern,Simplify Object Construction and Conversion,NO
373,Use Builder Pattern,Use Builder Pattern,YES
374,Simplify Object Construction and Conversion,Simplify Object Construction and Conversion,YES
375,Extract Class to Separate Package,Extract Class to Separate Package,YES
376,Extract Class to Separate Package,Extract Class to Separate Package,YES
377,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
378,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
379,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
380,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
381,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
382,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
383,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
384,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
385,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
386,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
387,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
388,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
389,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
390,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
391,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
392,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
393,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
394,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
395,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
396,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
397,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
398,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
399,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
400,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
401,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
402,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
403,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
404,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
405,Include New Comments and Javadoc,Include New Comments and Javadoc,YES
406,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
407,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
408,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
409,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
410,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
411,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
412,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
413,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
414,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
415,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
416,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
417,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
418,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
419,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
420,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
421,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
422,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
423,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
424,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
425,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
426,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
427,Clarify Comments and Javadoc,Clarify Comments and Javadoc,YES
428,Reorder Elements,Reorder Elements,YES
429,Reorder Elements,Introduce Named Overloads,NO
430,Reorder Elements,Reorder Elements,YES
431,Reorder Elements,Reorder Elements,YES
432,Reorder Elements,Reorder Elements,YES
433,Reorder Elements,Reorder Elements,YES
434,Reorder Elements,Reorder Elements,YES
435,Reorder Elements,Reorder Elements,YES
436,Reorder Elements,Prefer Positive Conditions,NO
437,Declare One Variable per Line,Declare One Variable per Line,YES
438,Standardize Indentation,Standardize Indentation,YES
439,Standardize Indentation,Standardize Indentation,YES
440,Standardize Indentation,Standardize Indentation,YES
441,Standardize Indentation,Standardize Indentation,YES
442,Standardize Indentation,Standardize Indentation,YES
443,Limit Line Length,Limit Line Length,YES
444,Limit Line Length,Limit Line Length,YES
446,Limit Line Length,Declare One Variable per Line,NO
447,Limit Line Length,Limit Line Length,YES
448,Improve String Formatting,Improve String Formatting,YES
449,Limit Line Length,Limit Line Length,YES
450,Limit Line Length,Limit Line Length,YES
451,Explicit Imports,Explicit Imports,YES
452,Explicit Imports,Explicit Imports,YES
453,Explicit Imports,Explicit Imports,YES
454,Explicit Imports,Explicit Imports,YES
455,Explicit Imports,Explicit Imports.,YES
456,Explicit Imports,Explicit Imports,YES
