snippet_id,stackoverflow,chatgpt,chatgpt2025,deepseek,Gemini
142,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0
144,0.0,3.0,2.0,4.0,0.0
145,1.0,0.0,0.0,0.0,0.0
146,0.0,2.0,0.0,3.0,2.0
147,3.0,0.0,3.0,3.0,5.0
148,0.0,0.0,0.0,0.0,0.0
149,1.0,1.0,4.0,4.0,4.0
150,7.0,18.0,8.0,11.0,7.0
151,3.0,1.0,0.0,0.0,7.0
152,0.0,0.0,0.0,0.0,0.0
153,0.0,3.0,5.0,4.0,5.0
154,0.0,1.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0,0.0
156,1.0,2.0,1.0,1.0,1.0
157,0.0,2.0,4.0,4.0,3.0
158,0.0,0.0,0.0,0.0,0.0
159,0.0,0.0,0.0,0.0,0.0
160,2.0,2.0,0.0,1.0,3.0
161,2.0,1.0,0.0,0.0,0.0
162,1.0,2.0,2.0,2.0,4.0
163,0.0,0.0,0.0,0.0,0.0
164,0.0,0.0,0.0,0.0,0.0
165,0.0,0.0,0.0,0.0,0.0
167,0.0,1.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,0.0
169,0.0,2.0,1.0,1.0,6.0
170,1.0,2.0,2.0,2.0,2.0
171,1.0,2.0,1.0,2.0,1.0
172,2.0,2.0,0.0,3.0,0.0
173,7.0,1.0,1.0,5.0,9.0
174,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,0.0
176,1.0,1.0,1.0,5.0,1.0
177,2.0,0.0,0.0,0.0,9.0
178,0.0,0.0,0.0,0.0,4.0
179,0.0,0.0,0.0,0.0,0.0
180,2.0,3.0,2.0,2.0,6.0
181,0.0,0.0,0.0,0.0,0.0
182,1.0,0.0,0.0,0.0,0.0
183,0.0,0.0,2.0,0.0,1.0
185,0.0,0.0,1.0,1.0,5.0
186,1.0,1.0,1.0,1.0,1.0
187,5.0,0.0,8.0,1.0,9.0
188,0.0,0.0,0.0,0.0,0.0
189,0.0,0.0,3.0,0.0,3.0
190,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0,1.0
192,1.0,10.0,11.0,0.0,8.0
193,0.0,2.0,0.0,0.0,1.0
194,0.0,1.0,3.0,1.0,4.0
195,0.0,0.0,0.0,0.0,1.0
196,0.0,0.0,0.0,0.0,0.0
197,0.0,0.0,0.0,0.0,0.0
198,0.0,1.0,1.0,1.0,1.0
199,0.0,1.0,0.0,0.0,2.0
200,3.0,1.0,5.0,1.0,2.0
201,0.0,0.0,0.0,0.0,0.0
202,0.0,2.0,0.0,5.0,5.0
203,1.0,1.0,0.0,0.0,2.0
204,4.0,0.0,0.0,0.0,0.0
205,1.0,2.0,2.0,4.0,2.0
206,5.0,7.0,7.0,6.0,6.0
207,1.0,1.0,1.0,0.0,0.0
208,9.0,5.0,7.0,1.0,5.0
209,0.0,1.0,0.0,0.0,0.0
210,1.0,10.0,1.0,0.0,3.0
212,6.0,0.0,0.0,0.0,0.0
213,0.0,0.0,0.0,0.0,0.0
214,0.0,1.0,1.0,1.0,1.0
215,5.0,4.0,4.0,6.0,34.0
216,1.0,2.0,2.0,1.0,1.0
217,1.0,12.0,7.0,6.0,15.0
218,2.0,13.0,9.0,1.0,28.0
219,0.0,0.0,0.0,0.0,0.0
220,0.0,0.0,0.0,0.0,0.0
221,6.0,0.0,0.0,0.0,0.0
222,0.0,0.0,0.0,0.0,0.0
223,0.0,0.0,1.0,1.0,2.0
224,3.0,2.0,0.0,0.0,0.0
225,0.0,2.0,1.0,0.0,4.0
226,0.0,6.0,0.0,0.0,1.0
227,0.0,0.0,0.0,2.0,0.0
228,0.0,0.0,0.0,0.0,0.0
229,0.0,0.0,1.0,0.0,1.0
231,0.0,0.0,0.0,0.0,0.0
232,0.0,0.0,0.0,0.0,1.0
233,0.0,0.0,0.0,0.0,0.0
235,1.0,1.0,1.0,1.0,2.0
236,1.0,0.0,1.0,0.0,0.0
237,1.0,0.0,0.0,0.0,0.0
238,0.0,2.0,2.0,4.0,2.0
240,0.0,4.0,1.0,1.0,12.0
241,3.0,0.0,2.0,3.0,0.0
242,1.0,0.0,0.0,1.0,3.0
243,1.0,0.0,0.0,0.0,0.0
244,10.0,1.0,15.0,11.0,2.0
245,9.0,0.0,0.0,0.0,0.0
246,1.0,0.0,0.0,0.0,0.0
247,0.0,1.0,2.0,0.0,0.0
248,0.0,1.0,1.0,0.0,0.0
249,0.0,0.0,0.0,0.0,0.0
250,1.0,0.0,3.0,0.0,0.0
251,0.0,1.0,1.0,2.0,3.0
252,3.0,1.0,0.0,0.0,0.0
253,16.0,3.0,4.0,9.0,9.0
254,2.0,3.0,3.0,4.0,4.0
256,0.0,0.0,0.0,0.0,0.0
257,0.0,0.0,0.0,0.0,0.0
258,6.0,0.0,1.0,0.0,2.0
259,0.0,0.0,0.0,0.0,2.0
260,6.0,4.0,2.0,2.0,2.0
261,0.0,0.0,0.0,0.0,0.0
262,1.0,2.0,1.0,2.0,2.0
263,1.0,0.0,0.0,0.0,0.0
264,0.0,0.0,0.0,0.0,0.0
265,1.0,3.0,0.0,0.0,3.0
266,3.0,1.0,3.0,0.0,2.0
267,2.0,0.0,0.0,0.0,3.0
268,3.0,1.0,1.0,1.0,2.0
269,2.0,1.0,1.0,1.0,6.0
271,0.0,0.0,0.0,0.0,3.0
272,0.0,0.0,0.0,0.0,0.0
273,5.0,0.0,0.0,0.0,2.0
274,0.0,0.0,0.0,0.0,0.0
276,0.0,2.0,2.0,2.0,2.0
277,0.0,0.0,1.0,1.0,4.0
278,0.0,0.0,0.0,0.0,0.0
279,0.0,0.0,0.0,1.0,0.0
281,3.0,0.0,0.0,0.0,0.0
283,0.0,0.0,0.0,0.0,0.0
284,3.0,1.0,0.0,0.0,1.0
285,0.0,1.0,2.0,5.0,1.0
286,0.0,0.0,0.0,0.0,5.0
287,0.0,2.0,0.0,0.0,0.0
288,0.0,0.0,2.0,0.0,1.0
290,0.0,1.0,1.0,1.0,0.0
291,0.0,0.0,0.0,0.0,0.0
293,1.0,1.0,1.0,1.0,1.0
294,0.0,0.0,1.0,0.0,7.0
295,7.0,12.0,12.0,11.0,19.0
296,0.0,0.0,0.0,0.0,0.0
297,0.0,3.0,4.0,0.0,0.0
298,2.0,0.0,0.0,1.0,0.0
299,0.0,0.0,0.0,0.0,0.0
300,0.0,0.0,1.0,1.0,2.0
301,0.0,0.0,1.0,0.0,0.0
302,4.0,8.0,6.0,4.0,11.0
303,2.0,0.0,2.0,0.0,2.0
304,1.0,3.0,1.0,1.0,10.0
305,0.0,2.0,1.0,3.0,3.0
306,0.0,0.0,0.0,0.0,0.0
307,0.0,4.0,5.0,2.0,0.0
308,0.0,0.0,0.0,0.0,2.0
309,0.0,0.0,0.0,0.0,0.0
310,0.0,0.0,0.0,0.0,0.0
311,0.0,0.0,0.0,0.0,3.0
312,1.0,0.0,1.0,0.0,0.0
313,0.0,1.0,1.0,3.0,9.0
314,3.0,1.0,0.0,1.0,0.0
316,1.0,0.0,0.0,0.0,0.0
317,1.0,1.0,4.0,2.0,4.0
318,1.0,0.0,1.0,1.0,1.0
319,0.0,0.0,1.0,0.0,1.0
320,0.0,0.0,0.0,0.0,1.0
321,1.0,11.0,9.0,2.0,8.0
323,0.0,0.0,0.0,0.0,0.0
324,0.0,0.0,0.0,0.0,0.0
325,7.0,0.0,0.0,0.0,3.0
326,0.0,0.0,0.0,0.0,0.0
327,0.0,1.0,1.0,1.0,1.0
328,0.0,1.0,0.0,0.0,11.0
329,0.0,0.0,0.0,0.0,0.0
330,2.0,6.0,4.0,5.0,11.0
331,0.0,0.0,0.0,0.0,5.0
333,0.0,0.0,0.0,0.0,0.0
334,2.0,1.0,0.0,0.0,0.0
335,1.0,0.0,1.0,0.0,1.0
336,4.0,0.0,0.0,4.0,2.0
337,0.0,6.0,2.0,2.0,13.0
338,0.0,0.0,1.0,2.0,3.0
339,1.0,4.0,6.0,6.0,6.0
340,4.0,1.0,1.0,1.0,3.0
341,2.0,0.0,0.0,0.0,0.0
342,13.0,5.0,5.0,12.0,27.0
343,0.0,0.0,0.0,0.0,0.0
344,0.0,0.0,0.0,0.0,0.0
345,0.0,0.0,0.0,0.0,0.0
346,0.0,0.0,0.0,0.0,0.0
347,0.0,0.0,0.0,0.0,0.0
348,1.0,3.0,2.0,2.0,5.0
349,0.0,0.0,1.0,2.0,2.0
350,0.0,0.0,0.0,0.0,0.0
351,1.0,2.0,2.0,0.0,3.0
352,0.0,1.0,0.0,1.0,3.0
353,4.0,1.0,1.0,1.0,1.0
354,0.0,0.0,1.0,0.0,0.0
355,0.0,0.0,0.0,0.0,0.0
356,1.0,0.0,1.0,3.0,2.0
357,7.0,0.0,1.0,0.0,4.0
