snippet_id,Gemini,stackoverflow,chatgpt,chatgpt2025,deepseek
158,51,16,64,23,54
159,25,8,7,11,13
160,41,22,34,10,20
161,13,30,13,12,13
162,44,40,30,27,30
163,29,6,9,9,19
164,31,17,22,14,17
165,31,14,26,11,11
167,23,15,18,14,11
168,12,6,10,7,10
169,86,9,15,23,18
170,19,22,22,20,18
171,18,10,16,13,20
172,33,15,19,17,34
173,201,48,55,83,55
174,19,20,19,9,14
175,57,9,16,15,24
176,35,24,26,29,55
177,74,33,22,20,25
178,51,25,43,33,45
179,55,11,39,25,21
180,81,37,32,29,33
181,20,6,6,12,12
182,18,16,7,12,12
183,13,11,10,14,12
185,105,22,43,55,59
186,25,34,18,21,22
187,43,26,17,36,18
188,34,13,15,12,16
189,23,10,17,27,14
190,8,8,13,13,16
191,17,10,9,10,10
192,142,46,68,82,38
193,73,125,40,32,23
194,51,14,18,28,25
195,33,8,12,9,13
196,31,17,26,28,31
197,26,16,6,11,11
198,44,8,17,20,21
199,27,12,20,13,19
200,25,19,13,24,12
201,36,3,9,11,10
202,43,11,26,20,41
203,28,11,21,14,14
204,13,17,11,7,12
205,36,24,26,34,33
206,18,26,16,15,15
207,29,23,16,24,22
208,39,34,16,25,16
209,22,20,13,19,18
210,59,19,38,18,16
212,22,22,15,17,20
213,50,12,22,25,22
214,18,8,31,17,17
215,77,38,30,30,32
216,48,26,24,23,16
217,131,25,91,40,54
218,129,33,69,62,42
219,35,21,12,18,13
220,14,11,14,17,13
221,28,26,16,20,22
222,17,19,39,12,27
223,75,15,17,57,48
224,19,24,25,13,17
225,70,24,28,45,39
226,50,21,28,21,20
227,13,13,12,10,15
228,19,9,7,23,29
229,28,13,12,18,9
231,14,14,16,13,11
232,46,9,16,11,8
233,20,10,24,16,14
235,54,24,21,20,30
236,31,73,10,24,19
237,10,10,10,6,6
238,24,15,21,16,26
240,127,29,31,24,26
241,18,15,17,16,27
242,101,57,36,45,50
243,20,16,22,19,15
244,20,25,16,46,29
245,46,70,21,28,53
246,53,13,27,24,29
247,32,33,23,22,16
248,10,7,11,15,12
249,13,7,8,7,8
250,96,64,32,26,40
251,71,16,27,47,42
252,27,26,15,16,13
253,69,85,47,31,73
254,84,35,31,21,31
256,10,10,19,11,11
257,23,18,5,17,23
258,32,28,13,18,16
259,97,12,34,36,41
260,19,28,27,18,18
261,12,31,17,16,15
262,36,28,27,30,37
263,53,13,14,17,15
264,14,10,26,57,110
265,34,11,22,21,30
266,32,26,40,54,19
267,52,36,34,36,30
268,38,22,21,20,23
269,60,24,11,16,16
271,38,17,17,17,13
272,22,10,21,19,21
273,30,34,15,14,14
274,44,14,45,28,27
276,18,10,16,14,24
277,51,18,14,18,29
278,21,11,13,14,15
279,21,12,30,13,21
281,20,65,12,11,10
283,40,11,16,21,10
284,42,86,44,46,38
285,42,16,27,33,42
286,68,26,26,27,30
287,25,28,25,19,17
288,88,14,21,21,21
290,33,40,48,31,32
291,16,11,14,14,14
293,7,11,7,7,12
294,57,14,22,31,28
295,159,99,57,70,85
296,18,18,32,15,24
297,52,21,41,63,26
298,13,18,14,21,41
299,10,7,6,10,11
300,53,19,18,41,66
301,14,9,7,23,14
302,78,23,46,39,35
303,42,37,20,37,26
304,82,20,27,22,18
305,44,19,26,25,36
306,32,27,37,13,15
307,34,17,25,31,18
308,28,12,11,12,12
309,20,10,11,11,16
310,16,15,14,18,14
311,36,17,11,13,14
312,30,22,14,20,19
313,74,17,24,21,35
314,11,30,13,26,25
316,14,18,16,17,17
317,56,21,21,29,28
318,18,16,13,14,14
319,32,28,10,22,17
320,32,14,10,17,14
321,84,54,47,48,41
323,48,13,11,16,20
324,23,27,41,15,12
325,46,45,21,20,16
326,22,34,24,12,17
327,19,13,16,18,18
328,86,33,29,15,33
329,38,71,20,21,27
330,41,22,25,14,20
331,60,7,12,16,18
333,51,13,14,33,25
334,36,26,16,17,14
335,22,16,16,18,18
336,27,24,13,20,33
337,113,14,52,42,49
338,62,20,19,45,49
339,29,16,23,15,28
340,31,19,11,15,14
341,10,54,17,13,20
342,112,88,29,41,54
343,20,10,8,8,17
344,18,15,16,11,20
345,6,8,11,10,10
346,15,17,8,13,12
347,16,12,12,15,18
348,89,32,51,35,36
349,70,32,15,17,20
350,11,6,21,10,11
351,38,16,21,21,17
352,88,20,37,36,24
353,30,24,25,19,16
354,45,15,20,25,19
355,10,6,9,10,11
356,36,28,24,25,27
357,26,33,21,33,16
