snippet_id,Gemini,stackoverflow,chatgpt,chatgpt2025,deepseek
235,0,0,0,0,0
236,7,3,0,1,0
237,0,0,0,0,0
238,2,1,0,2,2
240,11,3,0,7,3
241,0,0,0,0,3
242,0,1,3,1,1
243,2,0,0,1,0
244,5,1,0,6,3
245,16,9,3,6,15
246,6,0,5,4,3
247,5,1,3,2,2
248,0,0,1,0,1
249,0,0,0,0,0
250,12,4,0,0,1
251,19,1,4,7,3
252,2,0,0,2,0
253,10,10,8,1,8
254,13,0,2,0,2
256,1,0,0,0,0
257,5,0,1,4,5
258,3,0,0,2,0
259,48,0,5,7,6
260,0,0,0,0,0
261,0,11,0,0,0
262,3,0,2,6,6
263,4,0,0,1,1
264,0,0,5,2,10
265,5,1,0,4,6
266,3,1,4,8,3
267,7,0,4,6,4
268,7,1,3,2,3
269,4,3,2,2,2
271,8,0,4,3,3
272,2,0,3,0,1
273,3,0,4,2,2
274,1,0,7,5,2
276,0,1,0,0,2
277,19,0,0,0,0
278,3,0,0,0,2
279,3,0,3,2,3
281,1,0,0,0,0
283,1,0,0,1,1
284,7,14,6,8,8
285,6,0,0,0,5
286,9,0,0,2,5
287,3,0,6,2,2
288,12,0,4,2,6
290,1,2,0,1,0
291,3,0,1,1,1
293,0,0,0,0,0
294,9,0,5,6,4
295,37,3,0,9,11
296,3,0,7,2,4
297,2,0,0,8,1
298,0,0,3,0,6
299,0,0,0,0,0
300,2,0,0,2,5
301,4,0,1,5,2
302,6,0,0,5,0
303,8,1,0,4,3
304,11,0,0,3,2
305,3,0,3,3,3
306,0,2,3,0,0
307,3,0,0,4,0
308,4,1,0,1,1
309,0,0,0,0,2
310,2,0,0,3,1
311,3,0,0,0,0
312,2,0,0,4,1
313,15,2,4,1,5
314,0,0,0,3,3
316,0,0,0,0,0
317,6,1,0,1,1
318,2,1,0,0,1
319,7,2,0,5,2
320,7,0,0,0,1
321,11,5,0,2,4
323,10,0,0,2,3
324,0,1,0,0,2
325,4,0,0,1,1
326,1,8,3,1,1
327,1,0,0,1,1
328,9,4,4,0,7
329,10,1,0,2,4
330,3,1,3,0,0
331,5,0,0,2,2
333,8,0,3,1,0
334,6,3,0,0,2
335,2,0,1,2,1
336,2,0,1,2,2
337,16,0,4,6,9
338,4,0,0,9,3
339,2,0,0,0,0
340,3,0,0,1,0
341,1,0,1,0,0
342,14,11,6,7,11
343,0,0,0,0,2
344,4,0,0,0,1
345,0,0,0,0,0
346,2,2,0,0,0
347,1,0,0,0,1
348,19,0,0,2,2
349,8,0,3,1,2
350,0,0,2,0,1
351,6,0,3,0,2
352,20,0,5,3,0
353,6,0,4,0,0
354,6,0,4,4,1
355,1,0,0,0,0
356,2,0,5,3,4
357,1,7,0,0,1
