snippet_id,Gemini,stackoverflow,chatgpt,chatgpt2025,deepseek
123,,,,,"java:S1481,java:S1854"
124,,,,,
125,,,,,
126,,"java:S1481,java:S1854",,"java:S1481,java:S1854",
127,,,,,
128,,"java:S1481,java:S1854",,,
129,,,,,
130,,,,,
131,"java:S1481,java:S1854",,,"java:S1481,java:S1854","java:S1481,java:S1854"
132,,,,,
133,java:S125,"java:S108,java:S125,java:S1854",,,java:S125
134,,,,,
135,,,,,
136,,java:S1186,,,
137,,,,,
138,,,,,
139,,java:S1144,,,
140,,,,,
141,,java:S125,,,
142,,,,,
143,,,,,
144,"java:S1481,java:S1854",,,,"java:S1481,java:S1854"
145,,,,,
146,,"java:S1481,java:S1854",,,
147,,,"java:S1481,java:S1854",,
148,"java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854",,"java:S125,java:S1481,java:S1854"
149,,"java:S1068,java:S1116",,,
150,,,,,
151,,,,"java:S1481,java:S1854","java:S1481,java:S1854"
152,,,,,
153,,,,,
154,,"java:S1481,java:S1854","java:S1481,java:S1854",,
155,,,,,
156,,,,,
157,,"java:S1481,java:S1854",,,
158,,"java:S1481,java:S1854","java:S1481,java:S1854","java:S1068,java:S1481,java:S1854","java:S1481,java:S1854"
159,,"java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854"
160,,"java:S1481,java:S1854",,,java:S125
161,,,,,
162,,,,,"java:S1481,java:S1854"
163,,"java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854"
164,,,,,
165,,,,,
166,,,,,
167,,,,"java:S1481,java:S1854",
168,,"java:S1481,java:S1854",java:S125,"java:S1481,java:S1854",
169,java:S125,,,,
170,,"java:S1481,java:S1854",,,
171,,,,,"java:S1481,java:S1854"
172,,,,"java:S1481,java:S1854","java:S1481,java:S1854"
173,,java:S1068,java:S1068,,
174,,java:S125,,,
175,,"java:S1481,java:S1854",,,
176,java:S125,"java:S1481,java:S1854",java:S125,,
177,,,,,
178,,java:S1116,,,"java:S1144,java:S1172,java:S125"
179,,"java:S1481,java:S1854","java:S1481,java:S1854",,
180,,"java:S1481,java:S1854",,,
181,,,java:S1854,,
182,,java:S1481,"java:S1481,java:S1854",,
183,,"java:S1481,java:S1854","java:S1481,java:S1854",,
184,,,,,
185,"java:S1481,java:S1854",,,,
186,java:S1854,,,,
187,,,,,
188,,"java:S1481,java:S1854",,,
189,,,,,
190,java:S1481,,,"java:S1481,java:S1854","java:S125,java:S1481,java:S1854"
191,,,"java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854"
192,,,,,
193,,,,,
194,,java:S1854,"java:S1481,java:S1854",,java:S1854
195,,"java:S1481,java:S1854",,"java:S1481,java:S1854","java:S1481,java:S1854"
196,,,,,
197,,"java:S125,java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854"
198,java:S125,"java:S1481,java:S1854",,,
199,,,,,
200,,,,,
201,,,,,
202,,"java:S1481,java:S1854","java:S1481,java:S1854",,
203,,,,,
204,,,,,
205,java:S125,java:S1481,"java:S1481,java:S1854",,
206,,,,,
207,,,,"java:S1481,java:S1854",
208,,,,,
209,,,,,
210,java:S125,java:S1172,,,
211,,,,,
212,,java:S1144,java:S1068,java:S1068,"java:S1481,java:S1854"
213,,,,,
214,,,,,
215,java:S125,"java:S1481,java:S1854",,java:S125,
216,,,,,
217,java:S125,"java:S1481,java:S1854",java:S1068,,
218,,,,,
219,,,,,
220,"java:S125,java:S1481",,,,"java:S1481,java:S1854"
221,"java:S125,java:S1481,java:S1854",,,,
222,,,,,java:S1854
223,,,,,
224,,,,,"java:S1481,java:S1854"
225,,java:S125,,,java:S125
226,,,"java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854"
227,,"java:S1481,java:S1854",,,
228,,java:S125,"java:S1481,java:S1854",,
229,,java:S1130,,,
230,,,,,
231,java:S125,java:S1854,,,"java:S1481,java:S1854"
232,,,"java:S1481,java:S1854",,
233,,,"java:S1481,java:S1854",,
234,,,,,
235,,,,,
236,,java:S1130,,,
237,,,,,
238,,,,,java:S125
239,,,,,
240,java:S125,java:S108,,,
241,,,,,"java:S1481,java:S1854"
242,,java:S1186,,java:S1068,
243,,,"java:S1481,java:S1854",,
244,,,,,
245,,java:S125,,,
246,,,,,
247,"java:S1130,java:S125",,,,
248,"java:S1481,java:S1854","java:S1481,java:S1854",,,"java:S1481,java:S1854"
249,,java:S1854,,,
250,,java:S1186,,,
251,java:S125,"java:S1481,java:S1854","java:S1481,java:S1854",,
252,,"java:S1481,java:S1854","java:S1481,java:S1854",,"java:S1481,java:S1854"
253,,,,,
254,,,,,java:S1068
255,,,,,
256,,"java:S1481,java:S1854",,,
257,java:S1144,,,,java:S1144
258,,,"java:S1481,java:S1854",,
259,,java:S1186,,,
260,,"java:S1481,java:S1854",,,
261,,,"java:S1481,java:S1854",,
262,,java:S1144,,,
263,,,"java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854"
264,,,java:S1068,,
265,,,,,
266,"java:S125,java:S1481",java:S108,,,
267,,"java:S108,java:S1481",,,
268,,"java:S108,java:S1481,java:S1854",,,
269,java:S125,,"java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854"
270,,,,,
271,java:S2094,,java:S2094,java:S2094,java:S2094
272,,,,,
273,,,"java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854"
274,,,,,
275,,,,,
276,,"java:S125,java:S1481,java:S1854",,,java:S1854
277,,,,,
278,,"java:S1481,java:S1854",,"java:S1481,java:S1854",
279,,,,,
280,,,,,
281,,,,,"java:S1481,java:S1854"
282,,,,,
283,,,,java:S1068,
284,,"java:S1186,java:S125,java:S1481,java:S1854",,,"java:S1481,java:S1854"
285,java:S125,,,,
286,java:S125,,,,
287,,java:S1068,"java:S1172,java:S1854",,
288,java:S1068,,,,java:S125
289,,,,,
290,,"java:S1481,java:S1854",,,
291,,,,,
292,,,,,
293,,java:S1481,,,
294,,"java:S1481,java:S1854",,,
295,,,,,
296,,,,,
297,,,,,"java:S1481,java:S1854"
298,,,java:S1172,,java:S1186
299,java:S1481,java:S1854,"java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854"
300,,,,,
301,,,,,
302,java:S125,java:S3457,,,
303,java:S125,,,,
304,,java:S1854,,,
305,,,,,
306,,java:S1068,,java:S1068,"java:S1481,java:S1854"
307,,"java:S1481,java:S1854",,,
308,,"java:S1481,java:S1854",,,
309,"java:S1481,java:S1854",,"java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854"
310,,,,,
311,,,,,
312,,,,,
313,,"java:S1481,java:S1854,java:S4925",java:S4925,,
314,,,,,"java:S1481,java:S1854"
315,,,,,
316,,,,,
317,,,,,
318,,"java:S1481,java:S1854",,,
319,,,,java:S125,
320,,"java:S1481,java:S1854",,,
321,java:S125,"java:S1172,java:S4925",,,
322,,,,,
323,,,,,
324,,,,,
325,,"java:S1481,java:S1854",,,
326,,,,,
327,,,,,
328,,,,,
329,java:S125,java:S125,,,
330,,,java:S1871,,
331,,"java:S1481,java:S1854",,,
332,,,,,
333,java:S125,,,,
334,,,,,
335,,,"java:S1481,java:S1854",,"java:S1481,java:S1854"
336,,,,,
337,,"java:S1481,java:S1854,java:S4925",,,
338,,"java:S1481,java:S1854",,,
339,,,,,
340,,"java:S1481,java:S1854",,,
341,,,,"java:S1481,java:S1854","java:S1481,java:S1854"
342,,,,,java:S1871
343,,"java:S1481,java:S1854",,,
344,,,,,"java:S1481,java:S1854"
345,,,,,
346,,java:S125,,,"java:S1481,java:S1854"
347,"java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854",java:S1481
348,,,,,
349,,,,,
350,java:S1481,"java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854","java:S1481,java:S1854"
351,,"java:S108,java:S1481",,,"java:S1481,java:S1854"
352,,"java:S1481,java:S1854",,,
353,,,,,
354,,,,,
355,,,,,
356,,"java:S1172,java:S1481",,,
357,,,,,
